objectId,Postal_Code,Place_Name,ACL,Latitude,updatedAt,Longitude,Accuracy,createdAt
0We9fwG2eP,V8R,Oak Bay North,null,48.4496,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.3026,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
iPZzl365wL,V8T,Victoria North,null,48.4392,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.3566,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
DUUOUdr8OL,V8Y,Saanich North,null,48.5247,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.3745,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
s0Ml3OLMfx,V9C,Metchosin,null,48.3829,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.5359,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
y65IezCVhR,V8P,Saanich Southeast,null,48.4583,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.3325,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
BMgEMEliEg,V9M,Comox,null,49.6829,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-124.9361,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
p9OnowUtMD,V8X,Saanich South,null,48.4777,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.3658,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
OfkSItZF2E,V8V,Victoria South,null,48.4167,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.365,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
aieNFPfP8r,V9A,Esquimalt,null,48.4496,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.4193,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
uBswLnta7e,V9E,Saanich West,null,48.5219,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.453,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
mFsIYK5i1h,V9G,Ladysmith,null,48.9829,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.8194,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
uSOZ1g5hiB,V9K,Qualicum Beach,null,49.3468,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-124.4361,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Ojsd2zXfpa,V9B,Highlands,null,48.4793,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.5271,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
LN17RjLSAJ,V9N,Courtenay Central,null,49.6585,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-124.9835,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
6DKeAgk9PA,V9J,Courtenay Northern Outskirts,null,49.7242,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-125.2604,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
cWjvhx6Spw,V9P,Parksville,null,49.3163,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-124.3194,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
I0CAeQx1XQ,V9T,Nanaimo North,null,49.2146,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-124.02,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
2HmUQcOobn,V9S,Nanaimo Central,null,49.1886,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.963,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
H7XjWpjRdi,V9R,Nanaimo South,null,49.1609,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.9825,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Z6CNMubOZm,V9X,Cedar,null,49.0419,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.979,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
aeQJCcd1W2,V9Y,Port Alberni,null,49.2413,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-124.8028,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Mmoos8LwzH,R0E,Eastern Manitoba (Beausejour),null,50.4751,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-95.961,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
DbJL9RBbCk,R0L,Western Manitoba (Swan River),null,52.0092,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-100.2901,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
My8zw4HI0e,V9W,Campbell River Central,null,50.0769,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-125.5909,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
hzLVLW9wn1,V9Z,Sooke,null,48.3746,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-123.7276,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
80Hadwd2ge,R0K,Brandon Region (Killarney),null,49.555,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-99.7154,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
574XaCVYBB,R0A,Southeastern Manitoba (Lorette),null,49.2911,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-96.2985,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
ZjaGgkMK50,R0C,North Interlake (Stonewall),null,51.4132,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.8525,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
7kQCiv7H33,R0J,Riding Mountain (Neepawa),null,50.5842,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-100.1345,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
w6hAaGCEYm,V9V,Nanaimo Northwest,null,49.2391,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-124.0227,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
XhrCbXYMYo,R0B,Northern Manitoba (Norway House),null,56.2701,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-96.9118,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
jS1fVCWlQW,R5K,Lorette,null,49.7392,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-96.8723,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
fi2bgqzFv2,R1N,Portage la Prairie,null,49.9728,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-98.2926,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
LZlaVofxDe,R2N,Winnipeg (St. Vital SW),null,49.7838,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.0973,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
eQC1VJctZ8,R1C,Narol,null,50.055,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-96.9781,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
xHwPVAuN2C,R2E,East St. Paul,null,49.9791,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.0128,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
RXjieQgkKF,R1B,Lockport,null,50.084,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-96.9353,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
wfEyLM5Xj0,R2M,Winnipeg (St. Vital North),null,49.8396,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1147,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
0JHdTT2nSH,R0H,South Interlake (MacGregor),null,50.3458,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-98.5152,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
f2Tgzj8VOr,R2G,Winnipeg (River East North),null,49.9413,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.0571,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
ARUDMDhLq3,R2L,Winnipeg (River East South),null,49.9075,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.0996,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
qrZRiJC6TX,R0G,South Central Manitoba (Altona),null,49.4394,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-98.0869,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
oIZu624bdn,R2X,Winnipeg (Point Douglas West / Inkster East),null,49.9322,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1733,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
zmbo85TVrW,R3C,Winnipeg (Broadway / The Forks / Portage and Main) Manitoba Provincial Government,null,50.011,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.2184,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
gY8gqnpWGW,R2C,Winnipeg (Transcona),null,49.9247,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-96.9563,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
WdNumQFzfs,R2K,Winnipeg (River East Central),null,49.9203,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.083,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Naupon6CUB,R3K,Winnipeg (St. James-Assiniboia SW),null,49.8734,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.307,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
n8XOtYvvha,R0M,Southwestern Manitoba (Virden),null,49.711,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-100.9263,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
KWrHHYfJC4,R1A,Selkirk,null,50.1436,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-96.8845,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
kozPHYoyOh,R2J,Winnipeg (St. Boniface NE),null,49.8665,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.0633,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
9jDNRtleRM,R2P,Winnipeg (Seven Oaks West),null,49.9696,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1554,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
JvIzUAhkju,R2H,Winnipeg (St. Boniface NW),null,49.8846,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1186,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
tbtxwC6e3v,R2W,Winnipeg (Point Douglas East),null,49.9195,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1354,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
QDaRf5FkdE,R2V,Winnipeg (Seven Oaks East),null,49.9548,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1112,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
cx2wzLWHxF,R4J,Headingley West,null,49.8467,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.4319,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
piEFwXwlxm,R3L,Winnipeg (River Heights East),null,49.867,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1356,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
yGQig2VsDu,R3E,Winnipeg (Sargent Park / Daniel McIntyre / Inkster SE),null,49.9081,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1779,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
GnHpNzUwmb,R3S,Winnipeg (Wilkes South),null,49.8255,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.2934,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
c2x4SrjZYb,R3R,Winnipeg (Assiniboine South / Betsworth),null,49.8546,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.2874,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
YU5EgBtWCz,R3Y,Winnipeg (Fort Garry West),null,49.7885,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.2147,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
yTT99V8eO0,R3G,Winnipeg (Minto / St. Mathews / Wolseley),null,49.8876,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1807,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
BJ2xvWjySH,R2R,Winnipeg (Inkster West),null,49.9377,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.2162,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
d3zMND3D13,R2Y,Winnipeg (St. James-Assiniboia NW),null,49.9073,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.2945,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
JFUn2UNWpq,R3A,Winnipeg (Centennial),null,49.9038,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1489,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
ZNUTdqNcJ6,R3B,Winnipeg (Chinatown / Civic Centre / Exchange District),null,49.898,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1401,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
HFLa56NBl3,R3X,Winnipeg (St. Boniface South / St. Vital SE),null,49.8209,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.0322,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
3KkkmEmFmG,R3M,Winnipeg (River Heights Central),null,49.8625,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1665,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
SFgb4FWl3A,R3T,Winnipeg (Fort Garry NE / University of Manitoba),null,49.8143,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1531,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
yF9zCOjm9p,R4A,West St. Paul,null,50.0211,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1147,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
5PLkY5zT9O,R3J,Winnipeg (St. James-Assiniboia SE),null,49.8966,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.2404,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
0iSTsu9gUL,R4G,Oak Bluff,null,49.7736,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.3221,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
dzKh7qBI4Y,R3H,Winnipeg (St. James-Assiniboia NE / YWG),null,49.9033,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.2074,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
QlwbadcagX,R3W,Winnipeg (Grassie / Pequis),null,49.9141,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.0401,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
vHQ0JyA7UG,R4L,St. Francois Xavier,null,49.9372,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.5545,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
itohLQl1tf,R3N,Winnipeg (River Heights West),null,49.8629,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1959,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
2OQtQyFI0R,R4K,Cartier,null,49.8908,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.6004,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
9NbzZkaOng,R3P,Winnipeg (Fort Garry NW / Tuxedo),null,49.8425,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.2182,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
rKphWKkV7p,R4H,Headingley East,null,49.8761,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.3812,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
GcIhiOg1BP,R3V,Winnipeg (Fort Garry South),null,49.7462,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.1745,6,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
36QSafmg7s,R5G,Steinbach,null,49.5258,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-96.6845,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
iwV5bh2Z5D,R6M,Morden,null,49.1919,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-98.1014,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
5oOLAG0QPl,E1B,Riverview,null,46.0545,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-64.816,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
t3dmGZJsZI,R9A,The Pas,null,53.704,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-101.2933,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
M9hFWOj2WS,E1A,Dieppe Moncton East,null,46.0967,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-64.7087,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
YpwlHEWD19,R7B,Brandon Southwest,null,49.842,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-99.9831,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
72R8KTnqTT,R7A,Brandon Southeast,null,49.8174,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-99.9565,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
W44MAjhgED,R5A,St. Adolphe,null,49.712,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.0836,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
0kbY1FaZQ8,E1C,Moncton Central,null,46.0987,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-64.8036,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
ccFAtjoWS0,R6W,Winkler,null,49.1817,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.941,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
g4vRhoYiHr,R7C,Brandon North,null,49.8817,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-99.965,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
RaalxGkpxJ,E1J,Coverdale,null,45.9976,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-64.8483,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
zrX62Ep3a8,R8N,Thompson,null,55.7435,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-97.8558,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
D0X0pOQmSV,R7N,Dauphin,null,51.1494,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-100.0502,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
liMj099Jtf,E1E,Moncton West,null,46.0771,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-64.8529,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Xvre68Qogf,R5H,Ste. Anne,null,49.6697,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-96.65,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
CQrulzAXnI,E1G,Moncton Northwest,null,46.1797,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-64.9484,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
sMnvHQBzTE,R8A,Flin Flon,null,54.7682,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-101.865,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
FPPjnrXcZW,E1H,"Lakeville, Shediac Bridge",null,46.1732,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-64.6957,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
UxIkBj4KhD,E1W,Caraquet,null,47.7941,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-64.9386,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
r0EJG373P2,E2E,"Rothesay, Quispamsis",null,45.4137,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-65.982,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
GlgMt9KSnF,E1N,Miramichi South,null,46.9501,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-65.3239,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
EI4mZ840Lt,E2J,Saint John East,null,45.2563,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-65.9432,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
0HdAb8dxiH,E1V,Miramichi North,null,47.1942,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-65.9381,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
rytZbQEQQe,E1X,Tracadie-Sheila,null,47.5144,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-64.9181,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
iQ5Wte2XAT,E2G,Quispamsis,null,45.4534,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-65.931,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
WLuzfqSIvo,E2A,Bathurst,null,47.6181,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-65.6511,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
KmaYtsNxA7,E2H,"Saint John Northeast, Renforth",null,45.35,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-66.0101,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
ToFPpTsUer,E2S,Saint John Loch Lomond,null,45.3371,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-65.8133,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
G71dgJ7HNm,E4S,Bouctouche,null,46.4684,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-64.739,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
Ielc3NhbwJ,E2P,Saint John Red Head,null,45.2426,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-65.9847,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
ALR7ssWhBS,E2K,Saint John North,null,45.3053,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-66.0808,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
P2QxcPeem1,E6A,Boiestown,null,46.4558,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-66.4198,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
IE1dNbo294,E3E,Kingsclear,null,45.8834,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-66.9156,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
xbGhPODBeQ,E2L,Saint John Central,null,45.2717,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-66.0584,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
eTnB3hS2yE,E4L,Sackville,null,45.9188,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-64.3845,4,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
TYEkVQSlmD,E3B,Fredericton South New Brunswick Provincial Government,null,45.8119,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-66.6763,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
pISHRuoIZ9,E2N,Saint John Lakewood,null,45.3176,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-65.9271,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
UX2Gih59Pr,E2M,Saint John West,null,45.2347,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico),-66.1749,1,Thu Feb 20 2020 12:14:19 GMT-0800 (hora estándar del Pacífico)
